"Index","sp500","citigroup","microsoft","apple","dowchemical","yahoo"
2015-01-05,-0.0277431512523245,-0.0320222014597791,-0.00923836573911885,-0.0285760376366246,-0.0314161914754294,-0.0209473320969811
2015-01-06,-0.00533042133337247,-0.0358391428721783,-0.0147861081166778,9.41333967823255e-05,-0.0162011345456254,0.00162696802209483
2015-01-07,0.0100815420804512,0.00922744844904466,0.0126252977927011,0.013924787964962,-0.00161160273961158,-0.012679086139002
2015-01-08,0.0165076411871379,0.0149358020256569,0.0289937263943978,0.0377025087282785,0.0245801707446041,0.0331947093441416
2015-01-09,-0.00141055665362089,-0.0225866361391156,-0.0084406838290163,0.00107193183702581,-0.00157497956806862,-0.0102051710068123
2015-01-12,-0.0194052804069864,-0.0079082484921309,-0.0125814578033641,-0.0249493449537157,-0.00587170352470867,-0.0186769943878433
2015-01-13,-0.0036599867356264,-0.00717136455246559,-0.00516349344571454,0.00883954579127977,-0.0123064503565793,-0.0102987524127047
2015-01-14,-0.00289308521730192,-0.0195827600423928,-0.00866557773015186,-0.00381782268447761,-0.00413605353026991,-0.0164913668521649
2015-01-15,-0.00872975615475458,-0.0378109102535231,-0.010498794400041,-0.0275153822871941,-0.00276685399550614,-0.0273112351022942
2015-01-16,0.0239905273823373,0.00801357268199654,0.0165726157066581,-0.00780043910300154,0.0336013139351494,0.00517802661601241
2015-01-20,-0.000329366042029378,-0.00737859743770519,0.00323864160293574,0.0254310453108531,-0.0148450699175902,0.0246558711917935
2015-01-21,0.00852657460939721,0.0101054047619855,-0.010183197486676,0.00760531941273257,0.0137281608110307,0.0114811613787853
2015-01-22,0.0108261384149166,0.0376161526361352,0.0260090509880406,0.0256828543903378,0.0137626763885152,0.0146288589497483
2015-01-23,-0.0215507164126718,-0.0193508517072809,0.00106032326428895,0.00514689380978783,-0.0175696942777703,0.00122653326905464
2015-01-26,0.00952651199762045,0.00553792262788289,-0.00360977240337057,0.00106152172448493,-0.000224360220629105,0.00996040351736971
2015-01-27,-0.00886661781239617,-0.0119342695894855,-0.0970985924896164,-0.0356409142177041,-0.00879083307899631,-0.0297670953773954
2015-01-28,-0.0335414452433387,-0.0251532961308221,-0.0350662469608647,0.05499268361923,-0.0261482720670463,-0.0324009917271311
2015-01-29,-0.00421574419673565,0.0109797985068538,0.0197121847410897,0.030658678644885,0.0449871215209461,-0.0605573403935424
2015-01-30,-0.00182862156976071,-0.014169587128436,-0.0390778287430504,-0.0147422576085727,0.00332709057575098,0.00592801540067667
2015-02-02,0.0244080311850956,0.0162673885857494,0.0215482573080403,0.0124688292888511,0.00132775717547329,0.0157873597434839
2015-02-03,0.0293701863356457,0.0240177311042626,0.00772203679437267,0.00016861335569196,0.0362649245474418,0.000223783421898105
2015-02-04,-0.00860057612948761,-0.00986850519037397,0.00575269636385256,0.0076403183325553,-0.0143917920039329,-0.0146481943101748
2015-02-05,0.00979228223443407,0.00288838602292207,0.0144741157779835,0.00711210688788899,0.0336130080907919,-0.0114156493443138
2015-02-06,-0.00185620002083642,0.0122851202040053,-0.000942765631675169,-0.00845655045009686,0.012474206973955,-0.0141059111740733
2015-02-09,0.000655497423326601,0.00142348757920496,-0.00117962683534323,0.00662060125270258,-0.0028968181692357,-0.0086539893222648
2015-02-10,-0.00602504540778259,0.00365113676149997,0.00564967556037077,0.019029250596394,0.00496078195464245,0.0116769192259585
2015-02-11,-0.00451521718667358,0.00585447672204653,-0.0051776377871815,0.0231683083047498,-0.00869747934904819,-0.00255727214287749
2015-02-12,0.019348079314736,0.0240639874162705,0.0166143747564473,0.0125727907331727,0.0220105500357168,0.0223280310645464
2015-02-13,0.0107678460812988,0.00607311313252934,0.0179397353194646,0.00489078114403263,0.00588291275208963,0.0110923154538285
2015-02-17,-0.00343311256431456,0.00952476617617704,0.000459059998341171,0.00588444930633791,0.0026260249857466,-0.0202394408499735
2015-02-18,-0.0221675956450467,-0.00523714227301708,-0.00114805747813262,0.00693823772247804,-0.00323298625982504,0.00275299551308184
2015-02-19,-0.0174013822906156,-0.00585137962958759,-0.000689375576934381,-0.00209981113974234,0.00544962884782452,0.0163602147484423
2015-02-20,0.00535232488750115,0.0128281651743012,0.00824181076368902,0.00814118226884109,-0.0030239260374163,-0.00587700606562302
2015-02-23,-0.0101716148572946,-0.00892343042068733,0.00659019866813848,0.0266682483502807,-0.000807870629534246,-0.0132362041959011
2015-02-24,0.00459560406373694,0.0112382962095698,-0.00135996449414355,-0.00626016631387305,0.00644513044633399,-0.00345180414071722
2015-02-25,0.00201095519375993,0.00365417302839122,-0.00227061374330395,-0.0259058430678909,0.000802682623744833,0.0239163884969913
2015-02-26,-0.0106592616967838,0.00612441725397783,0.00158999712523444,0.0125768814878988,-0.0121090958315384,0.00045006750928378
2015-02-27,-0.00124160755289271,0.00019074079641257,-0.00477769197975952,-0.0151423794958729,-0.00020303813945155,-0.00383189920022442
2015-03-02,-0.00566316583544069,0.0202066042387909,0.00068397116883645,0.00489218472086961,0.00223139460906019,-0.00384654846943233
2015-03-03,-0.00478195990700492,0.0044767293218273,-0.0137680593597556,0.00208941161174092,-0.00202835646960864,-0.0343629335801361
2015-03-04,-0.00503435728577895,-0.00111734269869634,-0.00509606896721815,-0.00635913294633905,0.00647643684041066,0.0316387776181974
2015-03-05,-0.00505984269873228,-0.00205160555765271,0.00116048335658814,-0.0167094650071435,-0.013812938435374,0.00385702114333419
2015-03-06,-0.0128794548997311,-0.00937916491389101,-0.0175504866970631,0.00150187521705547,-0.0196226756107598,-0.0164387493634179
2015-03-09,-0.00550377605744234,-0.00207529269363294,0.0115010854056057,0.0042563393079682,-0.000208564520524313,-0.0106457613910576
2015-03-10,-0.0106246021047172,-0.0330227851931535,-0.0193219816023791,-0.0209027805366446,-0.0172563211724994,-0.00700446478081185
2015-03-11,-0.00285244605600177,0.0212445494589661,-0.00119032086325577,-0.0183997462541834,-0.00702958556428612,-0.00422635050318121
2015-03-12,0.00237760093052408,0.0328946239308925,-0.0231335531889991,0.0179176947666404,0.0144315160403328,0.01053259578278
2015-03-13,-0.00416442285413243,-0.0100354213750693,0.00873795145003742,-0.00693439468880808,-0.00867638558177486,-0.00186441442960117
2015-03-16,0.0105557524158479,0.00279768264417957,0.00434048422733113,0.0109440222632493,-0.000425179565605394,0.014818493482593
2015-03-17,-0.00805500798724168,0.00278995284781614,0.00336294386081049,0.0165883720928939,-0.0085415465266836,0.00641475288342752
2015-03-18,0.0233921661027194,-0.00223128632562286,0.0190029524201991,0.0111934232691135,0.0193273601548896,0.0198965869416776
2015-03-19,-0.019474994679074,-0.025260541513024,-0.00495342176522362,-0.00757905741259002,-0.0171851354598012,0.00691585593992139
2015-03-20,0.00153888076552189,0.0113896208027868,0.0138548730340129,-0.0126284170300286,0.0119125145169736,0.00133305950275187
2015-03-23,0.0104725196646411,-0.00948233217056282,-0.000466531145824511,0.01035130458511,-0.00126960107212692,-0.00713015482571855
2015-03-24,-0.0107091721067682,-0.0103429673830684,0.000932844741828642,-0.00409607699624903,-0.000423558807285396,-0.00673107776668624
2015-03-25,0.00401469842619306,-0.0108401735568568,-0.0341427686827629,-0.0264741776622701,-0.0080816405128239,-0.00496496173342997
2015-03-26,-0.00638377395778811,-0.00370482170745401,-0.00604816833978283,0.00694616487561905,0.000640389784986706,0.00609001530158793
2015-03-27,-0.00881480142002289,-0.00371855866799686,-0.00584080675831222,-0.00800035338592142,0.0280272954526484,0.0140673751530591
2015-03-30,0.0242313789177411,0.0124709257011331,-0.000244138885714396,0.0249993183802655,0.0190798408271378,-0.00333141899816347
2015-03-31,-0.00738440437580667,-0.00232645569440182,-0.00735116501039235,-0.0154708191924025,-0.0144840182665429,-0.0114108408953917
2015-04-01,-0.00637321334297081,0.00193907563802975,0.00147460395564236,-0.00144764913747863,-0.00166871898166177,-0.00700009632740128
2015-04-02,-0.00189614068878541,0.0046386271054244,-0.0106160956724795,0.00857479750498502,0.00707306406541264,0.000453126408304083
2015-04-06,0.00979757399135206,-0.0046386271054244,0.0307941802861791,0.0160687296658812,0.00907967318279201,-0.0109316506506434
2015-04-07,0.00725661482003837,-0.00193907563802975,-0.00048146825343709,-0.0105779039343554,-0.00329218262059339,-0.00137481691424268
2015-04-08,-0.0199052794300512,0.00715597958462544,-0.00265220157102997,-0.00325904428606805,-0.00309633025405454,0.0351466006041412
2015-04-09,0.00699431538719697,0.00461454644954529,0.00144754120092516,0.00761423964208685,0.00762032787979505,0.0101323114653811
2015-04-10,0.0106927374962904,0.00573833567703419,0.00576930160225642,0.00425768172420593,-0.0072069148435574,-0.00991090581486054
2015-04-13,-0.00257462396380426,0.00437719570996453,0.000958246778646199,-0.00196888758926761,-0.00248291356642083,-0.00911623878698276
2015-04-14,0.0150029100631777,0.00132839925857375,-0.0026374989119935,-0.00434522518064817,0.0115346560655425,0.0168331551302754
2015-04-15,0.0165993714068353,0.00906177997872115,0.0145395556966843,0.00379324159978811,0.0258756990407369,0.00438311028681415
